#      date    value 
 2021-01-01 285.4016 
 2021-01-02 287.8863 
 2021-01-03 289.7133 
 2021-01-04 290.3802 
 2021-01-05 290.3805 
 2021-01-06 288.7588 
 2021-01-07 286.2727 
 2021-01-08 286.3476 
 2021-01-09 286.1787 
 2021-01-10 283.8299 
 2021-01-11  284.875 
 2021-01-12 284.9318 
 2021-01-13 284.8547 
 2021-01-14 285.3213 
 2021-01-15 285.0826 
 2021-01-16  282.943 
 2021-01-17 285.4257 
 2021-01-18 288.0113 
 2021-01-19 287.8719 
 2021-01-20 286.8234 
 2021-01-21 286.9383 
 2021-01-22 287.6621 
 2021-01-23 288.7073 
 2021-01-24 285.6881 
 2021-01-25 285.2319 
 2021-01-26 285.0792 
 2021-01-27 285.6814 
 2021-01-28 285.2407 
 2021-01-29 285.6364 
 2021-01-30 286.1972 
 2021-01-31  286.799 
 2021-02-01 288.4085 
 2021-02-02 289.6102 
 2021-02-03 290.0345 
 2021-02-04 286.9389 
 2021-02-05  286.519 
 2021-02-06 287.5957 
 2021-02-07 289.3075 
 2021-02-08 290.2382 
 2021-02-09  290.426 
 2021-02-10 290.3658 
 2021-02-11  290.721 
 2021-02-12 291.2339 
 2021-02-13 291.1794 
 2021-02-14 291.8267 
 2021-02-15 292.3589 
 2021-02-16  292.051 
 2021-02-17 291.5164 
 2021-02-18 292.1441 
 2021-02-19 292.0719 
 2021-02-20 292.3361 
 2021-02-21 292.9191 
 2021-02-22      294 
 2021-02-23 294.8321 
 2021-02-24 295.3967 
 2021-02-25  296.275 
 2021-02-26 298.0709 
 2021-02-27 297.0852 
 2021-02-28 294.2765 
 2021-03-01 293.7669 
 2021-03-02 294.5274 
 2021-03-03  295.041 
 2021-03-04 296.1038 
 2021-03-05 296.0078 
 2021-03-06 296.7511 
 2021-03-07 298.5071 
 2021-03-08 298.2297 
 2021-03-09 297.8386 
 2021-03-10 297.6192 
 2021-03-11 298.0648 
 2021-03-12 296.5255 
 2021-03-13  296.439 
 2021-03-14  296.707 
 2021-03-15 297.5249 
 2021-03-16 297.8956 
 2021-03-17 298.5418 
 2021-03-18 298.4034 
 2021-03-19 298.3858 
 2021-03-20 298.3617 
 2021-03-21 298.7288 
 2021-03-22 298.4315 
 2021-03-23 295.8904 
 2021-03-24 296.0373 
 2021-03-25  295.709 
 2021-03-26 296.7113 
 2021-03-27 298.4865 
 2021-03-28 300.5508 
 2021-03-29 301.9678 
 2021-03-30 301.6339 
 2021-03-31 299.1313 
 2021-04-01 298.6115 
 2021-04-02 297.5125 
 2021-04-03 298.2714 
 2021-04-04 299.5261 
 2021-04-05 301.9398 
 2021-04-06 301.4185 
 2021-04-07 299.5448 
 2021-04-08 299.0131 
 2021-04-09 300.0392 
 2021-04-10 300.9534 
 2021-04-11 302.0457 
 2021-04-12 302.5743 
 2021-04-13  302.917 
 2021-04-14 302.4182 
 2021-04-15 302.6697 
 2021-04-16 300.4457 
 2021-04-17 299.3589 
 2021-04-18 300.8144 
 2021-04-19 302.0754 
 2021-04-20  298.937 
 2021-04-21 296.8988 
 2021-04-22 299.7707 
 2021-04-23 298.8211 
 2021-04-24 298.5488 
 2021-04-25 301.2288 
 2021-04-26  303.242 
 2021-04-27 305.3987 
 2021-04-28 306.0234 
 2021-04-29 306.6132 
 2021-04-30 305.2388 
 2021-05-01 305.1491 
 2021-05-02 303.8536 
 2021-05-03 304.4439 
 2021-05-04 305.1127 
 2021-05-05 304.7723 
 2021-05-06  303.364 
 2021-05-07 302.4556 
 2021-05-08 304.3138 
 2021-05-09 305.4699 
 2021-05-10 305.1498 
 2021-05-11 304.0658 
 2021-05-12 303.2115 
 2021-05-13 301.4967 
 2021-05-14 303.2121 
 2021-05-15 303.7646 
 2021-05-16 305.2692 
 2021-05-17 305.9705 
 2021-05-18 300.0885 
 2021-05-19 295.8679 
 2021-05-20 302.3142 
 2021-05-21  303.339 
